所在吧	回复对象	回复内容	回复时间	贴子链接
最爱春雷	初中电学实验打脸雷绍武（五）（原创）	楼主连接正确的，是我看错了。 因为灯泡耗电电流很小，因此，看不出有大是差别。 但是，差别肯定是存在的。	2022年11月20日 10时22分19秒	https://tieba.baidu.com/p/8148040250?fid=27779526&pid=146159100674&cid=0#146159100674
最爱春雷	初中电学实验打脸雷绍武（五）（原创）	回复 @ :什么叫在转移话题了？！5楼吧友帮忙画了电路图和你的连接一样吗?	2022年11月19日 12时49分28秒	https://tieba.baidu.com/p/8148040250?fid=27779526&pid=146159100674&cid=0#146151147213
最爱春雷	初中电学实验打脸雷绍武（五）（原创）	楼主说说：两个电流表是怎样分别串联在用电器之间的？	2022年11月19日 11时17分13秒	https://tieba.baidu.com/p/8148040250?fid=27779526&pid=146159100674&cid=0#146150469422
最爱春雷	虚心向雷老师请教	回复 @ :无知的问题！同步卫星不可能能固定在确定的位置不动，只是与地球自转的角速度同步！有线速度V，它的运动力L=kmv。不明白？	2022年11月20日 10时05分45秒	https://tieba.baidu.com/p/8140946032?fid=27779526&pid=146158985678&cid=0#146158985678
最爱春雷	咏雷·一五九六	谢谢理解肯定！	2022年11月20日 09时27分42秒	https://tieba.baidu.com/p/8135123637?fid=27779526&pid=146158738912&cid=0#146158738912
最爱春雷	咏雷·一五九六	谢谢支持理解！	2022年11月20日 09时27分03秒	https://tieba.baidu.com/p/8135123637?fid=27779526&pid=146158738912&cid=0#146158734973
最爱春雷	有礼有节的咏雷电子一枚吖	谢谢理解肯定！	2022年11月20日 09时21分32秒	https://tieba.baidu.com/p/8150482800?fid=27779526&pid=146158701497&cid=0#146158701497
民科	论“电流回路理论”的绝对错误（原创）	任何人都可以去实验证明。	2022年11月19日 09时59分03秒	https://tieba.baidu.com/p/8148039564?fid=1053345&pid=146149880359&cid=0#146149880359
最爱春雷	论“电流回路理论”的绝对错误（原创）	谢谢理解肯定！	2022年11月19日 09时02分18秒	https://tieba.baidu.com/p/8148003288?fid=27779526&pid=146149486745&cid=0#146149486745
最爱春雷	论“电流回路理论”的绝对错误（原创）	谢谢理解肯定支持！	2022年11月19日 09时01分33秒	https://tieba.baidu.com/p/8148003288?fid=27779526&pid=146149486745&cid=0#146149481861
最爱春雷	论“电流回路理论”的绝对错误（原创）	回复 @ :导线一端的裸线拴住灯泡，另一端连接电池-极或者+极，灯泡底端连接电池-极或者+极，电路都不是通路吗？没有电压，电流吗？	2022年11月18日 13时01分27秒	https://tieba.baidu.com/p/8148003288?fid=27779526&pid=146149486745&cid=0#146141892737
最爱春雷	论“电流回路理论”的绝对错误（原创）	什么叫“让正极源源不断地流出电流”？	2022年11月18日 10时36分45秒	https://tieba.baidu.com/p/8148003288?fid=27779526&pid=146149486745&cid=0#146140677011
最爱春雷	论“电流回路理论”的绝对错误（原创）	可以这样实验。也可以用一段导线一端的裸线拴住灯泡。这样更简便。	2022年11月18日 10时34分08秒	https://tieba.baidu.com/p/8148003288?fid=27779526&pid=146149486745&cid=0#146140654028
最爱春雷	论“电流回路理论”的绝对错误（原创）	你实验了？	2022年11月18日 10时29分52秒	https://tieba.baidu.com/p/8148003288?fid=27779526&pid=146149486745&cid=0#146140616967
中科院	运动力L=kmv是物体运动需要的力（原创）	你认为需要什么证明过程?	2022年11月18日 10时26分26秒	https://tieba.baidu.com/p/8120743337?fid=4575&pid=146140587315&cid=0#146140587315
中科院	运动力L=kmv是物体运动需要的力（原创）	无知无赖表现！	2022年11月18日 10时25分31秒	https://tieba.baidu.com/p/8120743337?fid=4575&pid=146140587315&cid=0#146140579612
中科院	运动力L=kmv是物体运动需要的力（原创）	看看这人渣表现！	2022年11月18日 10时08分11秒	https://tieba.baidu.com/p/8120743337?fid=4575&pid=146140587315&cid=0#146140431674
中科院	运动力L=kmv是物体运动需要的力（原创）	谢谢理解肯定！	2022年11月18日 10时07分35秒	https://tieba.baidu.com/p/8120743337?fid=4575&pid=146140587315&cid=0#146140426804
中科院	运动力L=kmv是物体运动需要的力（原创）	谢谢支持！	2022年11月18日 10时07分20秒	https://tieba.baidu.com/p/8120743337?fid=4575&pid=146140587315&cid=0#146140424524
中科院	运动力L=kmv是物体运动需要的力（原创）	谢谢理解肯定！	2022年11月18日 10时07分01秒	https://tieba.baidu.com/p/8120743337?fid=4575&pid=146140587315&cid=0#146140421915
物理理论	运动力L=kmv是物体运动需要的力（原创）	每秒的速度，不是秒与速度相乘，明白？	2022年11月18日 10时23分10秒	https://tieba.baidu.com/p/8120744350?fid=923873&pid=146140559706&cid=0#146140559706
物理理论	运动力L=kmv是物体运动需要的力（原创）	错误的！应该说：时间与速度相乘等于路程。	2022年11月18日 10时21分46秒	https://tieba.baidu.com/p/8120744350?fid=923873&pid=146140559706&cid=0#146140547789
最爱春雷	雷绍武专题释疑解难！	不和人渣垃圾争论！	2022年11月18日 09时52分44秒	https://tieba.baidu.com/p/8133135472?fid=27779526&pid=146140305119&cid=0#146140305119
最爱春雷	探究运动力三定律（原创）	回复 @ :是无知的问题。	2022年11月18日 09时50分55秒	https://tieba.baidu.com/p/8145181670?fid=27779526&pid=146140290533&cid=0#146140290533
最爱春雷	请你慢慢欣赏	垃圾表现！	2022年11月18日 08时56分11秒	https://tieba.baidu.com/p/7895021183?fid=27779526&pid=146139868102&cid=0#146139868102
最爱春雷	请你慢慢欣赏	层主就是没有任何底线的人渣垃圾表现！	2022年11月18日 08时55分26秒	https://tieba.baidu.com/p/7895021183?fid=27779526&pid=146139868102&cid=0#146139862749
最爱春雷	请问雷老师雷氏物理中化学键的定义是什么？	说过很多次了！记住：雷氏理论中没有化学键！只有电磁粒子SN极的等价组合。	2022年11月18日 08时14分50秒	https://tieba.baidu.com/p/8147729447?fid=27779526&pid=146139595035&cid=0#146139595035
最爱春雷	雷 绍 武 向 万 斯 教 授 汇 报 加 速 度 问 题	回复 @ :因为你篡改了我的理论！	2022年11月17日 15时38分28秒	https://tieba.baidu.com/p/8136092046?fid=27779526&pid=146133749478&cid=0#146133749478
最爱春雷	给雷绍武的高中电学入门科普	回复 @ :氧化还原反应的电子为什么能够转移？怎样转移的？	2022年11月17日 15时29分50秒	https://tieba.baidu.com/p/8146654852?fid=27779526&pid=146133679765&cid=0#146133679765
最爱春雷	给雷绍武的高中电学入门科普	回复 @ :不懂装懂的！官科认为的质子、中子、电子、原子、夸克都是物质的客观存在的吗？怎样组合成分子？怎样产生电流的？	2022年11月17日 15时27分46秒	https://tieba.baidu.com/p/8146654852?fid=27779526&pid=146133679765&cid=0#146133662889
最爱春雷	给雷绍武的高中电学入门科普	回复 @ :你胡说八道的！	2022年11月17日 15时24分14秒	https://tieba.baidu.com/p/8146654852?fid=27779526&pid=146133679765&cid=0#146133633700
最爱春雷	给雷绍武的高中电学入门科普	回复巴萨等你复兴: 问题二：电磁粒子是物质的客观存在。将铜片和锌片插入稀硫酸中时，部分表面锌片被稀硫酸中解体，在铜片和锌片形成串联的电磁粒子，就只有产生了电压！不明白？	2022年11月17日 14时24分46秒	https://tieba.baidu.com/p/8146654852?fid=27779526&pid=146133679765&cid=0#146133142456
最爱春雷	给雷绍武的高中电学入门科普	回复巴萨等你复兴:问题一：：将铜片和锌片插入稀硫酸中，不直接接触，但用导线在两者之间连接电流表时，有示数，官科理论可以解释吗？！能j解释明白：是怎样产生的电荷电流的吗？ 雷绍武的理论解释这个现象：将铜片和锌片插入稀硫酸中，不直接接触，是因为稀硫酸中产生了串联的电磁粒子，铜片和锌片是串联电磁粒子的+-极。用导线在两者之间连接电流表时，有示数。	2022年11月17日 14时16分53秒	https://tieba.baidu.com/p/8146654852?fid=27779526&pid=146133679765&cid=0#146133078542
最爱春雷	雷老猴快来看看官科的时刻！	回复 @ :官科用官科的运动不需要力的理论就把火箭送上天了？	2022年11月17日 14时01分51秒	https://tieba.baidu.com/p/8145506678?fid=27779526&pid=146132960999&cid=0#146132960999
最爱春雷	雷绍武专题释疑解难！	回复 @ :人渣表现！	2022年11月17日 13时58分39秒	https://tieba.baidu.com/p/8133135472?fid=27779526&pid=146132936646&cid=0#146132936646
最爱春雷	雷绍武专题释疑解难！	无知无赖表现！	2022年11月17日 13时58分19秒	https://tieba.baidu.com/p/8133135472?fid=27779526&pid=146132936646&cid=0#146132934104
最爱春雷	雷绍武专题释疑解难！	人渣垃圾表现！	2022年11月17日 09时59分30秒	https://tieba.baidu.com/p/8133135472?fid=27779526&pid=146132936646&cid=0#146131035699
最爱春雷	给雷绍武的高中电学入门科普	明白了就回答前面的问题！	2022年11月17日 13时56分35秒	https://tieba.baidu.com/p/8146654852?fid=27779526&pid=146132920458&cid=0#146132920458
最爱春雷	给雷绍武的高中电学入门科普	1，电源是通过非静电力做功，将流到负极的正电荷从负极搬运回正极的元件吗？ 2，正电荷是怎样产生的？ 3，正电荷的电压是怎样产生的？ 4，正电荷是怎样产生的？为什么能够从正极流动到负极的？ 5，正电荷也是怎样从负极搬运回正极的？ 哪一个真正明白？	2022年11月17日 13时18分35秒	https://tieba.baidu.com/p/8146654852?fid=27779526&pid=146132920458&cid=0#146132627939
最爱春雷	给雷绍武的高中电学入门科普	1，不知道高中电学入门科普是错误的人，都是愚昧无知的人！ 2，高中电学入门科普说;从能量的角度来看，电源是通过非静电力做功，将流到负极的正电荷从负极搬运回正极的元件，因为只有这样才能让正极源源不断地流出电流。 3，提出这种理论，相信这种理论的人都是愚昧无知的！ 4，电源是“流到负极的正电荷从负极搬运回正极的元件，因为只有这样才能让正极源源不断地流出电流”吗？ 这就是没有智商，不懂装懂，人云亦云的胡说八道！ 5，这些没有智商，不懂装懂，人云亦云的胡说八道的人不知道： （1）如果电源的电流能够从正极流到负极、从负极搬运回正极，再从正极流到负极运回正极。如此循环不止，源源不断地流出电流。那电池里面的电能就会取之不尽，用之不竭吗？谁证明的？ （2）如果电源的电流能够从正极流到负极、从负极搬运回正极，再从正极流到负极运回正极。如此循环不止，源源不断地流出电流。为什么电源正负极碰触会放电产生火花？电源的电流为什么没有从正极流到负极？ （3）为什么电源正负极连接短路会放电烧毁电力设备？为什么没有从正极流到负极再运回正极？	2022年11月17日 13时10分27秒	https://tieba.baidu.com/p/8146654852?fid=27779526&pid=146132920458&cid=0#146132564245
最爱春雷	看看初中电学实验打脸雷绍武中的无知！	回复 @ :都是太无知的问题！	2022年11月17日 13时53分06秒	https://tieba.baidu.com/p/8145195300?fid=27779526&pid=146132893134&cid=0#146132893134
最爱春雷	看看初中电学实验打脸雷绍武中的无知！	回复 @ :人渣垃圾表现！不再回复人渣垃圾的问题！	2022年11月16日 14时03分30秒	https://tieba.baidu.com/p/8145195300?fid=27779526&pid=146132893134&cid=0#146123731149
最爱春雷	看看初中电学实验打脸雷绍武中的无知！	谢谢支持！	2022年11月16日 14时02分12秒	https://tieba.baidu.com/p/8145195300?fid=27779526&pid=146132893134&cid=0#146123721101
最爱春雷	看看初中电学实验打脸雷绍武中的无知！	谢谢实验证明！	2022年11月16日 14时01分48秒	https://tieba.baidu.com/p/8145195300?fid=27779526&pid=146132893134&cid=0#146123717955
最爱春雷	咏雷·一六四四	人渣垃圾多多表现！	2022年11月17日 13时26分46秒	https://tieba.baidu.com/p/8145408784?fid=27779526&pid=146132689677&cid=0#146132689677
最爱春雷	咏雷·一六四四	谢谢理解肯定！	2022年11月17日 13时26分21秒	https://tieba.baidu.com/p/8145408784?fid=27779526&pid=146132689677&cid=0#146132686557
最爱春雷	初中电学实验打脸雷绍武（四）（原创）	回复 @ :+-极导线中肯定有电流！用电器前后的电流就没有一点差别吗？用电流表试试看？	2022年11月17日 13时24分58秒	https://tieba.baidu.com/p/8145790587?fid=27779526&pid=146132676347&cid=0#146132676347
最爱春雷	初中电学实验打脸雷绍武（四）（原创）	回复 @ :你太差了！不懂装懂人云亦云的人！	2022年11月17日 13时21分59秒	https://tieba.baidu.com/p/8145790587?fid=27779526&pid=146132676347&cid=0#146132654127
最爱春雷	初中电学实验打脸雷绍武（四）（原创）	看看楼主“顺便给雷绍武科普一下”：“电源既没有电压又没有电流”。 楼主等人真的这么无知吗？ 电源是没有电压的吗？举例子说说：什么电源是没有电压的？ 电源+-极导通后没有电流的吗？ 交流电的火线零线导通后没有电流的吗？	2022年11月17日 10时26分48秒	https://tieba.baidu.com/p/8145790587?fid=27779526&pid=146132676347&cid=0#146131260608
最爱春雷	初中电学实验打脸雷绍武（四）（原创）	回复 巴萨等你复兴 :太差太差了！不知道导线中有剩余电压电流吗？	2022年11月17日 10时12分00秒	https://tieba.baidu.com/p/8145790587?fid=27779526&pid=146132676347&cid=0#146131136991
最爱春雷	初中电学实验打脸雷绍武（四）（原创）	回复 巴萨等你复兴 :太差太差了！电源+-极导通后没有电流的吗？	2022年11月17日 10时10分09秒	https://tieba.baidu.com/p/8145790587?fid=27779526&pid=146132676347&cid=0#146131121448
